"FilePath","Package","Class","Method Name","Return Type","Parameters","Function Body","Throws","Modifiers","Generics"
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\OwnerMapper.java","","OwnerMapper","toOwnerDtoCollection","List<OwnerDto>","Collection<Owner> ownerCollection","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\OwnerMapper.java","","OwnerMapper","toOwners","Collection<Owner>","Collection<OwnerDto> ownerDtos","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPetDto","PetDto","Pet pet","","","@Mapping(source = ""owner.id"", target = ""ownerId"")",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPetsDto","Collection<PetDto>","Collection<Pet> pets","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPets","Collection<Pet>","Collection<PetDto> pets","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPet","Pet","PetDto petDto","","","@Mapping(source = ""ownerId"", target = ""owner.id"")",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPet","Pet","PetFieldsDto petFieldsDto","","","@Mapping(target = ""id"", ignore = true) @Mapping(target = ""owner"", ignore = true) @Mapping(target = ""visits"", ignore = true)",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPetTypeDto","PetTypeDto","PetType petType","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPetType","PetType","PetTypeDto petTypeDto","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetMapper.java","","PetMapper","toPetTypeDtos","Collection<PetTypeDto>","Collection<PetType> petTypes","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetTypeMapper.java","","PetTypeMapper","toPetType","PetType","PetTypeDto petTypeDto","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetTypeMapper.java","","PetTypeMapper","toPetType","PetType","PetTypeFieldsDto petTypeFieldsDto","","","@Mapping(target = ""id"", ignore = true)",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetTypeMapper.java","","PetTypeMapper","toPetTypeDto","PetTypeDto","PetType petType","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetTypeMapper.java","","PetTypeMapper","toPetTypeFieldsDto","PetTypeFieldsDto","PetType petType","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\PetTypeMapper.java","","PetTypeMapper","toPetTypeDtos","List<PetTypeDto>","Collection<PetType> petTypes","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\SpecialtyMapper.java","","SpecialtyMapper","toSpecialty","Specialty","SpecialtyDto specialtyDto","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\SpecialtyMapper.java","","SpecialtyMapper","toSpecialtyDto","SpecialtyDto","Specialty specialty","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\SpecialtyMapper.java","","SpecialtyMapper","toSpecialtyDtos","Collection<SpecialtyDto>","Collection<Specialty> specialties","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\SpecialtyMapper.java","","SpecialtyMapper","toSpecialtys","Collection<Specialty>","Collection<SpecialtyDto> specialties","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toRole","Role","RoleDto roleDto","","","@Mapping(target = ""id"", ignore = true) @Mapping(target = ""user"", ignore = true)",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toRoleDto","RoleDto","Role role","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toRoleDtos","Collection<RoleDto>","Collection<Role> roles","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toUser","User","UserDto userDto","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toUserDto","UserDto","User user","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\UserMapper.java","","UserMapper","toRoles","Collection<Role>","Collection<RoleDto> roleDtos","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VetMapper.java","","VetMapper","toVet","Vet","VetDto vetDto","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VetMapper.java","","VetMapper","toVet","Vet","VetFieldsDto vetFieldsDto","","","@Mapping(target = ""id"", ignore = true)",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VetMapper.java","","VetMapper","toVetDto","VetDto","Vet vet","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VetMapper.java","","VetMapper","toVetDtos","Collection<VetDto>","Collection<Vet> vets","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VisitMapper.java","","VisitMapper","toVisit","Visit","VisitDto visitDto","","","@Mapping(source = ""petId"", target = ""pet.id"")",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VisitMapper.java","","VisitMapper","toVisit","Visit","VisitFieldsDto visitFieldsDto","","","@Mapping(target = ""id"", ignore = true) @Mapping(target = ""pet"", ignore = true)",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VisitMapper.java","","VisitMapper","toVisitDto","VisitDto","Visit visit","","","@Mapping(source = ""pet.id"", target = ""petId"")",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\mapper\VisitMapper.java","","VisitMapper","toVisitsDto","Collection<VisitDto>","Collection<Visit> visits","","","",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\BaseEntity.java","","BaseEntity","getId","Integer","","{\n        return id;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\BaseEntity.java","","BaseEntity","setId","void","Integer id","{\n        this.id = id;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\BaseEntity.java","","BaseEntity","isNew","boolean","","{\n        return this.id == null;\n    }","","@JsonIgnore public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\NamedEntity.java","","NamedEntity","getName","String","","{\n        return this.name;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\NamedEntity.java","","NamedEntity","setName","void","String name","{\n        this.name = name;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\NamedEntity.java","","NamedEntity","toString","String","","{\n        return this.getName();\n    }","","@Override public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getAddress","String","","{\n        return this.address;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","setAddress","void","String address","{\n        this.address = address;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getCity","String","","{\n        return this.city;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","setCity","void","String city","{\n        this.city = city;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getTelephone","String","","{\n        return this.telephone;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","setTelephone","void","String telephone","{\n        this.telephone = telephone;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getPetsInternal","Set<Pet>","","{\n        if (this.pets == null) {\n            this.pets = new HashSet<>();\n        }\n        return this.pets;\n    }","","protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","setPetsInternal","void","Set<Pet> pets","{\n        this.pets = pets;\n    }","","protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getPets","List<Pet>","","{\n        List<Pet> sortedPets = new ArrayList<>(getPetsInternal());\n        PropertyComparator.sort(sortedPets, new MutableSortDefinition(""name"", true, true));\n        return Collections.unmodifiableList(sortedPets);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","setPets","void","List<Pet> pets","{\n        this.pets = new HashSet<>(pets);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","addPet","void","Pet pet","{\n        getPetsInternal().add(pet);\n        pet.setOwner(this);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getPet","Pet","String name","{\n        return getPet(name, false);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getPet","Pet","String name, boolean ignoreNew","{\n        name = name.toLowerCase();\n        for (Pet pet : getPetsInternal()) {\n            if (!ignoreNew || !pet.isNew()) {\n                String compName = pet.getName();\n                compName = compName.toLowerCase();\n                if (compName.equals(name)) {\n                    return pet;\n                }\n            }\n        }\n        return null;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","getPet","Pet","Integer petId","{\n        return getPetsInternal().stream().filter(p -> p.getId().equals(petId)).findFirst().orElse(null);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Owner.java","","Owner","toString","String","","{\n        return new ToStringCreator(this)\n\n            .append(""id"", this.getId())\n            .append(""new"", this.isNew())\n            .append(""lastName"", this.getLastName())\n            .append(""firstName"", this.getFirstName())\n            .append(""address"", this.address)\n            .append(""city"", this.city)\n            .append(""telephone"", this.telephone)\n            .toString();\n    }","","@Override public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Person.java","","Person","getFirstName","String","","{\n        return this.firstName;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Person.java","","Person","setFirstName","void","String firstName","{\n        this.firstName = firstName;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Person.java","","Person","getLastName","String","","{\n        return this.lastName;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Person.java","","Person","setLastName","void","String lastName","{\n        this.lastName = lastName;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","getBirthDate","LocalDate","","{\n        return this.birthDate;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","setBirthDate","void","LocalDate birthDate","{\n        this.birthDate = birthDate;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","getType","PetType","","{\n        return this.type;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","setType","void","PetType type","{\n        this.type = type;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","getOwner","Owner","","{\n        return this.owner;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","setOwner","void","Owner owner","{\n        this.owner = owner;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","getVisitsInternal","Set<Visit>","","{\n        if (this.visits == null) {\n            this.visits = new HashSet<>();\n        }\n        return this.visits;\n    }","","protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","setVisitsInternal","void","Set<Visit> visits","{\n        this.visits = visits;\n    }","","protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","getVisits","List<Visit>","","{\n        List<Visit> sortedVisits = new ArrayList<>(getVisitsInternal());\n        PropertyComparator.sort(sortedVisits, new MutableSortDefinition(""date"", false, false));\n        return Collections.unmodifiableList(sortedVisits);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","setVisits","void","List<Visit> visits","{\n        this.visits = new HashSet<>(visits);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Pet.java","","Pet","addVisit","void","Visit visit","{\n        getVisitsInternal().add(visit);\n        visit.setPet(this);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Role.java","","Role","getUser","User","","{\n        return user;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Role.java","","Role","setUser","void","User user","{\n        this.user = user;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Role.java","","Role","getName","String","","{\n        return name;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Role.java","","Role","setName","void","String name","{\n        this.name = name;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","getUsername","String","","{\n        return username;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","setUsername","void","String username","{\n        this.username = username;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","getPassword","String","","{\n        return password;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","setPassword","void","String password","{\n        this.password = password;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","getEnabled","Boolean","","{\n        return enabled;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","setEnabled","void","Boolean enabled","{\n        this.enabled = enabled;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","getRoles","Set<Role>","","{\n        return roles;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","setRoles","void","Set<Role> roles","{\n        this.roles = roles;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\User.java","","User","addRole","void","String roleName","{\n        if(this.roles == null) {\n            this.roles = new HashSet<>();\n        }\n        Role role = new Role();\n        role.setName(roleName);\n        this.roles.add(role);\n    }","","@JsonIgnore public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","getSpecialtiesInternal","Set<Specialty>","","{\n        if (this.specialties == null) {\n            this.specialties = new HashSet<>();\n        }\n        return this.specialties;\n    }","","@JsonIgnore protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","setSpecialtiesInternal","void","Set<Specialty> specialties","{\n        this.specialties = specialties;\n    }","","protected",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","getSpecialties","List<Specialty>","","{\n        List<Specialty> sortedSpecs = new ArrayList<>(getSpecialtiesInternal());\n        PropertyComparator.sort(sortedSpecs, new MutableSortDefinition(""name"", true, true));\n        return Collections.unmodifiableList(sortedSpecs);\n    }","","@XmlElement public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","setSpecialties","void","List<Specialty> specialties","{\n        this.specialties = new HashSet<>(specialties);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","getNrOfSpecialties","int","","{\n        return getSpecialtiesInternal().size();\n    }","","@JsonIgnore public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","addSpecialty","void","Specialty specialty","{\n        getSpecialtiesInternal().add(specialty);\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Vet.java","","Vet","clearSpecialties","void","","{\n        getSpecialtiesInternal().clear();\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Visit.java","","Visit","getDate","LocalDate","","{\n        return this.date;\n    }","","public",""
"C:\repos\Hybrid-Code-Gen\javarepoparser\temp\spring-petclinic-rest\src\main\java\org\springframework\samples\petclinic\model\Visit.java","","Visit","setDate","void","LocalDate date","{\n        this.date = date;\n    }","","public",""
